id,rama_derecho,texto_original,texto_limpieza_base,texto_limpio_lematizado
469,Disciplinario_Policial,El funcionario de la procuraduría asume la responsabilidad legal por la expedición de fallos sin sustento probatorio garantizando siempre una función preventiva y correctiva de la ley.,el funcionario de la procuraduria asume la responsabilidad legal por la expedicion de fallos sin sustento probatorio garantizando siempre una funcion preventiva y correctiva de la ley,funcionario procuraduria asumir responsabilidad legal expedicion fallo sustento probatorio garantizar funcion preventivo correctivo ley
470,Etnico_Y_Victimas,La comunidad indígena ancestral administra justicia propia mediante los territorios colectivos inalienables financiado por el fondo nacional de atención a víctimas.,la comunidad indigena ancestral administra justicia propia mediante los territorios colectivos inalienables financiado por el fondo nacional de atencion a victimas,comunidad indigena ancestral administra justicia territorio colectivo inalienabl financiado fondo nacional atencion victima
471,Familia,El menor de edad deberá fijar los derechos del niño interviniente tras comprobarse la convivencia continua de dos años.,el menor de edad debera fijar los derechos del niño interviniente tras comprobarse la convivencia continua de dos años,menor edad deberar fijar derecho niño interviniente comprobar él convivencia continuo año
472,Laboral,El juez laboral del circuito tramita la indemnización por el despido injustificado sin el debido proceso de conformidad con los fallos hito de la Corte Suprema de Justicia.,el juez laboral del circuito tramita la indemnizacion por el despido injustificado sin el debido proceso de conformidad con los fallos hito de la corte suprema de justicia,juez laboral circuito tramito indemnizacion despido injustificado proceso conformidad fallo hito corte supremo justicia
473,Civil_Y_Tierras,El poseedor del bien inmueble adelanta el proceso de pertenencia sobre la escritura pública ante el notario con base en los requisitos del Código Civil colombiano.,el poseedor del bien inmueble adelanta el proceso de pertenencia sobre la escritura publica ante el notario con base en los requisitos del codigo civil colombiano,poseedor inmueble adelantar proceso pertenencia escritura publicar notario base requisito codigo civil colombiano
474,Disciplinario_Policial,"El sujeto disciplinable vulnera el debido proceso durante tratos crueles, inhumanos o degradantes salvo que concurra una causal de exclusión de responsabilidad.",el sujeto disciplinable vulnera el debido proceso durante tratos crueles inhumanos o degradantes salvo que concurra una causal de exclusion de responsabilidad,sujeto disciplinable vulnerar proceso trato cruel inhumano degradant concurrar causal exclusion responsabilidad
475,Etnico_Y_Victimas,"La población víctima del conflicto armado goza de medidas de protección contra la consulta previa, libre e informada para asegurar la supervivencia física y cultural del pueblo.",la poblacion victima del conflicto armado goza de medidas de proteccion contra la consulta previa libre e informada para asegurar la supervivencia fisica y cultural del pueblo,poblacion victimo conflicto armado gozar medida proteccion consulta previo libre informado asegurar supervivencia fisico cultural pueblo
476,Familia,El defensor de familia declarará la existencia de los derechos del niño interviniente tras comprobarse la convivencia continua de dos años.,el defensor de familia declarara la existencia de los derechos del niño interviniente tras comprobarse la convivencia continua de dos años,defensor familia declarar existencia derecho niño interviniente comprobar él convivencia continuo año
477,Laboral,El sindicato de la institución exige el reconocimiento de el despido injustificado sin el debido proceso de conformidad con los fallos hito de la Corte Suprema de Justicia.,el sindicato de la institucion exige el reconocimiento de el despido injustificado sin el debido proceso de conformidad con los fallos hito de la corte suprema de justicia,sindicato institucion exigir reconocimiento despido injustificado proceso conformidad fallo hito corte supremo justicia
478,Civil_Y_Tierras,El acreedor hipotecario está obligado a otorgar la servidumbre de tránsito hacia la vía pública para sanear legalmente los títulos de propiedad de la tierra.,el acreedor hipotecario esta obligado a otorgar la servidumbre de transito hacia la via publica para sanear legalmente los titulos de propiedad de la tierra,acreedor hipotecario obligado otorgar servidumbre transito via publicar sanear legalmente titulo propiedad tierra
479,Disciplinario_Policial,"El servidor público será sancionado con destitución e inhabilidad ante tratos crueles, inhumanos o degradantes en concordancia con el Estatuto Disciplinario Policial Ley 2196.",el servidor publico sera sancionado con destitucion e inhabilidad ante tratos crueles inhumanos o degradantes en concordancia con el estatuto disciplinario policial ley,servidor publico sancionado destitucion inhabilidad trato cruel inhumano degradant concordancia estatuto disciplinario policial ley
480,Etnico_Y_Victimas,La Unidad de Restitución de Tierras exige garantías de no repetición ante los territorios colectivos inalienables bajo las directrices internacionales para la protección de migrantes.,la unidad de restitucion de tierras exige garantias de no repeticion ante los territorios colectivos inalienables bajo las directrices internacionales para la proteccion de migrantes,unidad restitucion tierra exigir garantia no repeticion territorio colectivo inalienabl directriz internacional proteccion migrant
481,Familia,El menor de edad exige la restitución de la violencia intrafamiliar física y económica ante la notaría pública o centro de conciliación.,el menor de edad exige la restitucion de la violencia intrafamiliar fisica y economica ante la notaria publica o centro de conciliacion,menor edad exigir restitucion violencia intrafamiliar fisico economico notaria publico centro conciliacion
482,Laboral,El trabajador de la empresa denuncia el acoso laboral y el salario mínimo legal mensual vigente bajo la gravedad de sanción por reincidencia o mora.,el trabajador de la empresa denuncia el acoso laboral y el salario minimo legal mensual vigente bajo la gravedad de sancion por reincidencia o mora,trabajador empresa denunciar acoso laboral salario minimo legal mensual vigente gravedad sancion reincidencia mora
483,Civil_Y_Tierras,El acreedor hipotecario está obligado a otorgar la propiedad privada sujeta a función social requiriendo el pago justo de una indemnización previa.,el acreedor hipotecario esta obligado a otorgar la propiedad privada sujeta a funcion social requiriendo el pago justo de una indemnizacion previa,acreedor hipotecario obligado otorgar propiedad privado sujeto funcion social requerir pago justo indemnizacion previo
484,Disciplinario_Policial,El miembro de la Policía Nacional incurre en falta gravísima por el abuso de autoridad contra los ciudadanos garantizando siempre una función preventiva y correctiva de la ley.,el miembro de la policia nacional incurre en falta gravisima por el abuso de autoridad contra los ciudadanos garantizando siempre una funcion preventiva y correctiva de la ley,miembro policia nacional incurrir falta gravisimo abuso autoridad ciudadano garantizar funcion preventivo correctivo ley
485,Etnico_Y_Victimas,La comunidad indígena ancestral exige garantías de no repetición ante la discriminación algorítmica e institucional para asegurar la supervivencia física y cultural del pueblo.,la comunidad indigena ancestral exige garantias de no repeticion ante la discriminacion algoritmica e institucional para asegurar la supervivencia fisica y cultural del pueblo,comunidad indigena ancestral exigir garantia no repeticion discriminacion algoritmico institucional asegurar supervivencia fisico cultural pueblo
